County,Category,Proportion
Mombasa,Appropriate management method,93.7
Mombasa,Connected to sewer,16.5
Mombasa,Safe disposal from on-site facilities,72.2
Mombasa,Unsafe disposal from on-site facilities,0.1
Mombasa,Removal for treatment off-site,4.9
Mombasa,Improved facilities,0.9
Mombasa,Unimproved facilities,4.6
Mombasa,Open defecation,0.7
Kwale,Appropriate management method,47.8
Kwale,Connected to sewer,0.1
Kwale,Safe disposal from on-site facilities,47.4
Kwale,Unsafe disposal from on-site facilities,1.3
Kwale,Removal for treatment off-site,0.3
Kwale,Improved facilities,0.0
Kwale,Unimproved facilities,24.4
Kwale,Open defecation,26.4
Kilifi,Appropriate management method,55.4
Kilifi,Connected to sewer,0.5
Kilifi,Safe disposal from on-site facilities,54.5
Kilifi,Unsafe disposal from on-site facilities,0.1
Kilifi,Removal for treatment off-site,0.4
Kilifi,Improved facilities,0.0
Kilifi,Unimproved facilities,23.4
Kilifi,Open defecation,21.0
Tana River,Appropriate management method,33.1
Tana River,Connected to sewer,0.4
Tana River,Safe disposal from on-site facilities,32.5
Tana River,Unsafe disposal from on-site facilities,0.2
Tana River,Removal for treatment off-site,0.2
Tana River,Improved facilities,0.0
Tana River,Unimproved facilities,11.5
Tana River,Open defecation,55.2
Lamu,Appropriate management method,57.6
Lamu,Connected to sewer,2.2
Lamu,Safe disposal from on-site facilities,53.6
Lamu,Unsafe disposal from on-site facilities,1.2
Lamu,Removal for treatment off-site,1.8
Lamu,Improved facilities,0.2
Lamu,Unimproved facilities,25.2
Lamu,Open defecation,15.8
Taita Taveta,Appropriate management method,78.1
Taita Taveta,Connected to sewer,1.9
Taita Taveta,Safe disposal from on-site facilities,74.1
Taita Taveta,Unsafe disposal from on-site facilities,0.5
Taita Taveta,Removal for treatment off-site,2.0
Taita Taveta,Improved facilities,0.6
Taita Taveta,Unimproved facilities,20.4
Taita Taveta,Open defecation,0.4
Garissa,Appropriate management method,79.7
Garissa,Connected to sewer,21.4
Garissa,Safe disposal from on-site facilities,57.3
Garissa,Unsafe disposal from on-site facilities,0.0
Garissa,Removal for treatment off-site,1.0
Garissa,Improved facilities,0.0
Garissa,Unimproved facilities,2.8
Garissa,Open defecation,17.5
Wajir,Appropriate management method,31.3
Wajir,Connected to sewer,1.0
Wajir,Safe disposal from on-site facilities,27.9
Wajir,Unsafe disposal from on-site facilities,0.7
Wajir,Removal for treatment off-site,2.5
Wajir,Improved facilities,0.0
Wajir,Unimproved facilities,27.9
Wajir,Open defecation,40.0
Mandera,Appropriate management method,71.0
Mandera,Connected to sewer,0.4
Mandera,Safe disposal from on-site facilities,70.6
Mandera,Unsafe disposal from on-site facilities,0.0
Mandera,Removal for treatment off-site,0.0
Mandera,Improved facilities,0.0
Mandera,Unimproved facilities,1.9
Mandera,Open defecation,27.1
Marsabit,Appropriate management method,52.7
Marsabit,Connected to sewer,0.0
Marsabit,Safe disposal from on-site facilities,52.7
Marsabit,Unsafe disposal from on-site facilities,0.0
Marsabit,Removal for treatment off-site,0.0
Marsabit,Improved facilities,0.0
Marsabit,Unimproved facilities,5.5
Marsabit,Open defecation,41.8
Isiolo,Appropriate management method,61.0
Isiolo,Connected to sewer,6.3
Isiolo,Safe disposal from on-site facilities,52.3
Isiolo,Unsafe disposal from on-site facilities,0.3
Isiolo,Removal for treatment off-site,2.4
Isiolo,Improved facilities,0.3
Isiolo,Unimproved facilities,17.6
Isiolo,Open defecation,20.8
Meru,Appropriate management method,57.4
Meru,Connected to sewer,0.7
Meru,Safe disposal from on-site facilities,55.1
Meru,Unsafe disposal from on-site facilities,0.1
Meru,Removal for treatment off-site,1.6
Meru,Improved facilities,0.3
Meru,Unimproved facilities,41.6
Meru,Open defecation,0.6
Tharaka-Nithi,Appropriate management method,62.7
Tharaka-Nithi,Connected to sewer,0.6
Tharaka-Nithi,Safe disposal from on-site facilities,61.7
Tharaka-Nithi,Unsafe disposal from on-site facilities,0.2
Tharaka-Nithi,Removal for treatment off-site,0.4
Tharaka-Nithi,Improved facilities,0.3
Tharaka-Nithi,Unimproved facilities,35.6
Tharaka-Nithi,Open defecation,1.1
Embu,Appropriate management method,61.1
Embu,Connected to sewer,3.5
Embu,Safe disposal from on-site facilities,56.3
Embu,Unsafe disposal from on-site facilities,0.0
Embu,Removal for treatment off-site,1.4
Embu,Improved facilities,0.4
Embu,Unimproved facilities,38.2
Embu,Open defecation,0.3
Kitui,Appropriate management method,61.5
Kitui,Connected to sewer,1.8
Kitui,Safe disposal from on-site facilities,59.6
Kitui,Unsafe disposal from on-site facilities,0.0
Kitui,Removal for treatment off-site,0.1
Kitui,Improved facilities,0.0
Kitui,Unimproved facilities,33.3
Kitui,Open defecation,5.1
Machakos,Appropriate management method,83.7
Machakos,Connected to sewer,5.2
Machakos,Safe disposal from on-site facilities,72.1
Machakos,Unsafe disposal from on-site facilities,0.2
Machakos,Removal for treatment off-site,6.4
Machakos,Improved facilities,0.1
Machakos,Unimproved facilities,15.6
Machakos,Open defecation,0.5
Makueni,Appropriate management method,66.6
Makueni,Connected to sewer,0.4
Makueni,Safe disposal from on-site facilities,66.0
Makueni,Unsafe disposal from on-site facilities,0.0
Makueni,Removal for treatment off-site,0.2
Makueni,Improved facilities,0.4
Makueni,Unimproved facilities,31.6
Makueni,Open defecation,1.5
Nyandarua,Appropriate management method,47.0
Nyandarua,Connected to sewer,1.0
Nyandarua,Safe disposal from on-site facilities,42.5
Nyandarua,Unsafe disposal from on-site facilities,0.0
Nyandarua,Removal for treatment off-site,3.5
Nyandarua,Improved facilities,0.1
Nyandarua,Unimproved facilities,52.9
Nyandarua,Open defecation,0.0
Nyeri,Appropriate management method,75.8
Nyeri,Connected to sewer,9.2
Nyeri,Safe disposal from on-site facilities,64.5
Nyeri,Unsafe disposal from on-site facilities,0.6
Nyeri,Removal for treatment off-site,2.2
Nyeri,Improved facilities,1.6
Nyeri,Unimproved facilities,21.6
Nyeri,Open defecation,0.4
Kirinyaga,Appropriate management method,95.5
Kirinyaga,Connected to sewer,0.5
Kirinyaga,Safe disposal from on-site facilities,91.6
Kirinyaga,Unsafe disposal from on-site facilities,0.1
